Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
06-05-2016,HDFC,EQ,1162.65,1161,1173.95,1149.1,1167.3,1167.8,1162.36,2591447,3.01218E+14,86348,1712477,0.6608
09-05-2016,HDFC,EQ,1167.8,1168.1,1207,1168.1,1206.15,1203.6,1195.33,2462695,2.94374E+14,88854,1499157,0.6087
10-05-2016,HDFC,EQ,1203.6,1202.2,1220.45,1197,1215.05,1218.55,1211.45,2687851,3.2562E+14,98217,1889757,0.7031
11-05-2016,HDFC,EQ,1218.55,1207.5,1221.5,1200.2,1204,1203.8,1210.12,3080420,3.72769E+14,90490,2096723,0.6807
12-05-2016,HDFC,EQ,1203.8,1204,1212.45,1190,1196.1,1195.85,1199.95,1850802,2.22088E+14,53012,1200082,0.6484
13-05-2016,HDFC,EQ,1195.85,1192,1203.1,1158.65,1165.2,1166,1172.19,2819653,3.30518E+14,132591,1954306,0.6931
16-05-2016,HDFC,EQ,1166,1164.4,1191,1160.5,1186.65,1186.45,1171.7,2309079,2.70554E+14,86899,1626066,0.7042
17-05-2016,HDFC,EQ,1186.45,1197.5,1230,1191.25,1215,1217.85,1217.36,3760375,4.57772E+14,145858,2752278,0.7319
18-05-2016,HDFC,EQ,1217.85,1205.25,1214.3,1196.4,1208,1208.2,1205.94,4337073,5.23026E+14,100047,2936222,0.677
19-05-2016,HDFC,EQ,1208.2,1208.5,1208.55,1173.3,1175,1175.85,1184.31,2454891,2.90736E+14,133917,1588979,0.6473
20-05-2016,HDFC,EQ,1175.85,1178.1,1193.8,1172.15,1180,1179.55,1185.68,3001619,3.55895E+14,98201,2002684,0.6672
23-05-2016,HDFC,EQ,1179.55,1184,1187.25,1158.4,1162.15,1160.25,1166.57,1882187,2.1957E+14,59311,1267625,0.6735
24-05-2016,HDFC,EQ,1160.25,1163.9,1177.9,1159.15,1175,1172.75,1167.53,1650889,1.92746E+14,93151,941439,0.5703
25-05-2016,HDFC,EQ,1172.75,1186,1212.45,1182.2,1208,1207.05,1203.46,2675175,3.21948E+14,106301,1769474,0.6614
26-05-2016,HDFC,EQ,1207.05,1210.4,1235,1191.7,1229.25,1228.25,1216.39,2940863,3.57723E+14,119948,1667051,0.5669
27-05-2016,HDFC,EQ,1228.25,1230,1268.4,1218.35,1250,1255.55,1245.21,3246784,4.04294E+14,84204,2079441,0.6405
30-05-2016,HDFC,EQ,1255.55,1255.2,1259,1212.35,1235,1233.95,1232.14,2889133,3.55982E+14,107205,1787400,0.6187
31-05-2016,HDFC,EQ,1233.95,1235.05,1247.8,1222.35,1242.15,1237.7,1235.37,5155776,6.3693E+14,89939,3922777,0.7609
01-06-2016,HDFC,EQ,1237.7,1242.15,1248.35,1230,1242.65,1243.25,1240.56,2279936,2.82839E+14,70333,1546879,0.6785
02-06-2016,HDFC,EQ,1243.25,1236.05,1263.5,1232.55,1258.45,1260.55,1245.27,1671551,2.08154E+14,90166,1057879,0.6329
03-06-2016,HDFC,EQ,1260.55,1266,1268.8,1246,1256.25,1254.9,1255.27,1801598,2.26149E+14,61484,1197846,0.6649
06-06-2016,HDFC,EQ,1254.9,1261,1264.95,1247.7,1256,1251.65,1253.21,1879964,2.35599E+14,61962,1323407,0.704
07-06-2016,HDFC,EQ,1251.65,1256.5,1260,1242.8,1250,1251.3,1250.53,2976354,3.72203E+14,100145,2195403,0.7376
08-06-2016,HDFC,EQ,1251.3,1252.2,1267,1247.6,1255,1262.5,1261.93,2594901,3.27458E+14,75496,2038089,0.7854
09-06-2016,HDFC,EQ,1262.5,1257,1258,1233.35,1240,1237.5,1241.7,2153365,2.67382E+14,77338,1607356,0.7464
10-06-2016,HDFC,EQ,1237.5,1233,1251.7,1228,1231,1230.4,1234.85,2144364,2.64796E+14,96555,1554708,0.725
13-06-2016,HDFC,EQ,1230.4,1218.05,1225,1201.2,1208.1,1205.35,1209.17,4888040,5.91048E+14,96393,3511920,0.7185
14-06-2016,HDFC,EQ,1205.35,1208.3,1209.4,1189,1199.8,1198.2,1194.57,2396987,2.86337E+14,94408,1737590,0.7249
15-06-2016,HDFC,EQ,1198.2,1206.2,1209.4,1189.25,1205,1205.15,1198.55,2921199,3.50121E+14,66597,2166267,0.7416
16-06-2016,HDFC,EQ,1205.15,1198,1205.8,1182.15,1200.7,1200.95,1194.66,1840887,2.19923E+14,108127,1063519,0.5777
17-06-2016,HDFC,EQ,1200.95,1215,1235.9,1210.35,1223,1227.3,1223.83,2684017,3.28477E+14,111231,1627067,0.6062
20-06-2016,HDFC,EQ,1227.3,1212,1234,1206,1230.15,1227.55,1225.12,2128249,2.60736E+14,60941,1325332,0.6227
21-06-2016,HDFC,EQ,1227.55,1233,1242.4,1220,1235.6,1238.15,1233.66,2277146,2.80923E+14,52366,1713113,0.7523
22-06-2016,HDFC,EQ,1238.15,1234,1241.8,1225,1237.5,1238.35,1233.51,2568936,3.1688E+14,72434,1968465,0.7663
23-06-2016,HDFC,EQ,1238.35,1237.9,1249.45,1228.2,1243.05,1245.5,1239.1,1323818,1.64034E+14,55418,889557,0.672
24-06-2016,HDFC,EQ,1245.5,1210,1225.9,1201,1225,1222.75,1213.95,2579159,3.13096E+14,54945,1579827,0.6125
27-06-2016,HDFC,EQ,1222.75,1211.1,1229.75,1210.55,1217,1214.6,1220.71,1699797,2.07496E+14,53778,1111703,0.654
28-06-2016,HDFC,EQ,1214.6,1211.25,1231.65,1211.25,1229,1228.9,1223.4,1264518,1.54702E+14,76645,712798,0.5637
29-06-2016,HDFC,EQ,1228.9,1233.05,1251,1231.05,1248,1248.55,1243.05,1880015,2.33694E+14,77204,1282782,0.6823
30-06-2016,HDFC,EQ,1248.55,1260,1266.25,1243.05,1252.6,1253.6,1254.52,4774341,5.98948E+14,105864,3389347,0.7099
01-07-2016,HDFC,EQ,1253.6,1253.5,1262.8,1237.7,1243,1242.35,1250.14,2112124,2.64044E+14,67497,1415232,0.6701
04-07-2016,HDFC,EQ,1242.35,1252,1266.1,1247,1259.6,1256.25,1257.68,1125696,1.41576E+14,49123,699228,0.6212
05-07-2016,HDFC,EQ,1256.25,1257.5,1263.45,1245.7,1259.45,1260.7,1255.49,1261841,1.58423E+14,33726,907038,0.7188
07-07-2016,HDFC,EQ,1260.7,1262,1295.4,1253.4,1293,1290.55,1280.24,2760950,3.53467E+14,144405,1922737,0.6964
08-07-2016,HDFC,EQ,1290.55,1290,1301.7,1272.7,1287.95,1286.9,1283.95,2361470,3.03201E+14,65398,1860459,0.7878
11-07-2016,HDFC,EQ,1286.9,1300,1322,1298.05,1322,1314.1,1310.68,1873706,2.45583E+14,87539,1330112,0.7099
12-07-2016,HDFC,EQ,1314.1,1320.5,1337.8,1319.1,1332.45,1333.75,1327.68,1743750,2.31514E+14,53245,1203574,0.6902
13-07-2016,HDFC,EQ,1333.75,1333,1337.75,1316.15,1325.8,1330.45,1328.11,3059127,4.06286E+14,108519,2325277,0.7601
14-07-2016,HDFC,EQ,1330.45,1328.4,1340.2,1318.05,1337.65,1336.95,1326.82,1416877,1.87994E+14,54450,987611,0.697
15-07-2016,HDFC,EQ,1336.95,1325.05,1370,1320,1359.85,1364.1,1348.4,2180001,2.93951E+14,76115,1333287,0.6116
18-07-2016,HDFC,EQ,1364.1,1364,1386.4,1338,1344.55,1346.35,1356.83,2760273,3.74521E+14,90095,1858300,0.6732
19-07-2016,HDFC,EQ,1346.35,1346.35,1355.95,1331.25,1339.1,1338.55,1338.78,2534832,3.39359E+14,91579,1857622,0.7328
20-07-2016,HDFC,EQ,1338.55,1339.9,1345.8,1325.3,1338,1334.45,1332.83,2673186,3.5629E+14,68221,2089307,0.7816
21-07-2016,HDFC,EQ,1334.45,1335.95,1345,1328.15,1328.15,1332.9,1336.97,1524359,2.03803E+14,58763,1043193,0.6843
22-07-2016,HDFC,EQ,1332.9,1333.95,1361.15,1326.7,1361.1,1357,1343.6,1523892,2.0475E+14,58991,1038237,0.6813
25-07-2016,HDFC,EQ,1357,1355.5,1387,1350.4,1382,1382,1373.17,2693450,3.69857E+14,61386,1884547,0.6997
26-07-2016,HDFC,EQ,1382,1383.7,1385,1362.2,1368.8,1367.45,1374,2852587,3.91945E+14,89512,2385284,0.8362
27-07-2016,HDFC,EQ,1367.45,1376.9,1398.1,1368.55,1386.25,1387.7,1383.22,3451819,4.77462E+14,127074,1868719,0.5414
28-07-2016,HDFC,EQ,1387.7,1390.3,1410,1374,1406.7,1402.15,1390.07,5473387,7.60841E+14,91935,4280250,0.782
29-07-2016,HDFC,EQ,1402.15,1407.95,1407.95,1373,1375,1374.5,1378.45,3347082,4.6138E+14,104810,2659310,0.7945
01-08-2016,HDFC,EQ,1374.5,1385,1397.45,1368,1376.55,1374.3,1382.3,3040038,4.20225E+14,85726,2302799,0.7575
02-08-2016,HDFC,EQ,1374.3,1371.8,1373.35,1334.05,1338,1342.15,1349.3,3509100,4.73483E+14,143827,2751396,0.7841
03-08-2016,HDFC,EQ,1342.15,1342.15,1342.15,1316.4,1325.95,1325.45,1324.09,3806460,5.04011E+14,96941,2993982,0.7866
04-08-2016,HDFC,EQ,1325.45,1331.3,1333.7,1313.1,1320.55,1320.15,1319.53,2223224,2.93362E+14,92437,1631016,0.7336
05-08-2016,HDFC,EQ,1320.15,1330,1350,1322.55,1347.9,1342.1,1335.6,2210679,2.95259E+14,78058,1740912,0.7875
08-08-2016,HDFC,EQ,1342.1,1350,1370.6,1345.6,1363.35,1367.45,1358.23,2196658,2.98357E+14,63854,1581696,0.72
09-08-2016,HDFC,EQ,1367.45,1375,1376,1331.5,1342.05,1343,1347.21,3160963,4.25848E+14,119581,2261134,0.7153
10-08-2016,HDFC,EQ,1343,1343.35,1349,1325.35,1337,1337.15,1333.98,2397117,3.19771E+14,59048,1925059,0.8031
11-08-2016,HDFC,EQ,1337.15,1339,1353.1,1331,1348.05,1348.45,1340.57,2774737,3.71974E+14,78202,2179605,0.7855
12-08-2016,HDFC,EQ,1348.45,1354,1383.8,1352.55,1375.75,1382.15,1371.64,4666213,6.40038E+14,111631,3911639,0.8383
16-08-2016,HDFC,EQ,1382.15,1378,1385,1348.1,1361.7,1358.55,1363.1,3860834,5.26272E+14,147390,3243242,0.84
17-08-2016,HDFC,EQ,1358.55,1350.5,1372.45,1350.5,1364.85,1366.9,1365.11,2627238,3.58646E+14,92704,2121444,0.8075
18-08-2016,HDFC,EQ,1366.9,1369.5,1377.75,1363.75,1375,1374.3,1372.11,2889535,3.96476E+14,100143,2154114,0.7455
19-08-2016,HDFC,EQ,1374.3,1375,1376.15,1358.8,1372,1369.4,1364.85,2925379,3.99271E+14,124907,2367131,0.8092
22-08-2016,HDFC,EQ,1369.4,1370,1380.8,1357.6,1377.5,1377.55,1374.52,2069513,2.84459E+14,83671,1685144,0.8143
23-08-2016,HDFC,EQ,1377.55,1373.65,1380,1362.25,1379.05,1375.15,1369.05,1766716,2.41873E+14,68761,1377953,0.78
24-08-2016,HDFC,EQ,1375.15,1386.3,1386.8,1366.25,1383.7,1382.85,1374.27,1692693,2.32621E+14,72856,1248431,0.7375
25-08-2016,HDFC,EQ,1382.85,1380.65,1390,1352.3,1355.3,1357.5,1367.03,1846727,2.52453E+14,50002,1203576,0.6517
26-08-2016,HDFC,EQ,1357.5,1361.5,1371.15,1349,1362.55,1366.35,1357.11,1478521,2.00651E+14,71065,986327,0.6671
29-08-2016,HDFC,EQ,1366.35,1364.9,1379.5,1357.65,1375.7,1375.5,1373.12,1371236,1.88287E+14,97362,1008055,0.7351
30-08-2016,HDFC,EQ,1375.5,1379.9,1394.25,1373.6,1390.5,1392.1,1385.04,2039705,2.82507E+14,85039,1559152,0.7644
31-08-2016,HDFC,EQ,1392.1,1390.1,1414,1390,1409.85,1405.45,1402.51,5712564,8.01195E+14,140586,4246344,0.7433
01-09-2016,HDFC,EQ,1405.45,1412,1430,1405.3,1425.9,1424.75,1419.4,2336511,3.31644E+14,109988,1714755,0.7339
02-09-2016,HDFC,EQ,1424.75,1426.5,1441.95,1421.05,1439.35,1439.15,1436.32,2435712,3.49846E+14,91643,1659031,0.6811
06-09-2016,HDFC,EQ,1439.15,1453,1462,1442,1460,1458.05,1452.15,2249067,3.26598E+14,62412,1772356,0.788
07-09-2016,HDFC,EQ,1458.05,1464,1464,1416.25,1433.25,1427.15,1430.79,2282112,3.26523E+14,81247,1699166,0.7446
08-09-2016,HDFC,EQ,1427.15,1432.75,1442.8,1428.1,1437,1437.8,1435.55,1135659,1.63029E+14,88538,811200,0.7143
09-09-2016,HDFC,EQ,1437.8,1442,1442,1396.55,1412.55,1410.65,1407.94,3028457,4.26389E+14,124538,2228142,0.7357
12-09-2016,HDFC,EQ,1410.65,1390,1410,1373.7,1398,1399.05,1395.48,2322859,3.2415E+14,69127,1741713,0.7498
14-09-2016,HDFC,EQ,1399.05,1391.05,1397.9,1378.5,1395,1392.2,1387.44,2442783,3.38922E+14,95800,1869692,0.7654
15-09-2016,HDFC,EQ,1392.2,1393.1,1412.5,1390.4,1408.55,1410.05,1400.75,1519406,2.12831E+14,91194,1080120,0.7109
16-09-2016,HDFC,EQ,1410.05,1416.7,1417,1393,1394,1397.35,1402.45,5047304,7.07859E+14,103352,4010829,0.7946
19-09-2016,HDFC,EQ,1397.35,1399.9,1401,1386,1394.7,1392.8,1391.37,1515698,2.1089E+14,58808,1191347,0.786
20-09-2016,HDFC,EQ,1392.8,1390,1396,1382.25,1394.9,1393.1,1389.6,2123466,2.95076E+14,54923,1738031,0.8185
21-09-2016,HDFC,EQ,1393.1,1392.35,1406,1388.55,1392.55,1392.35,1397,2262794,3.16112E+14,73954,1830041,0.8088
22-09-2016,HDFC,EQ,1392.35,1405.9,1419.4,1402,1415,1413.25,1411.24,2777234,3.91935E+14,100119,2272068,0.8181
23-09-2016,HDFC,EQ,1413.25,1418,1427.2,1412,1424,1425.1,1420.99,1369990,1.94675E+14,42623,1009877,0.7371
26-09-2016,HDFC,EQ,1425.1,1417.3,1424.2,1403.1,1414,1412.45,1408.8,1999367,2.81672E+14,71354,1621686,0.8111
27-09-2016,HDFC,EQ,1412.45,1415.7,1423,1406,1420,1418.9,1416.63,1288154,1.82483E+14,47654,936475,0.727
28-09-2016,HDFC,EQ,1418.9,1418.1,1432,1417.15,1420.8,1423.55,1425.01,1322605,1.88472E+14,41642,855994,0.6472
29-09-2016,HDFC,EQ,1423.55,1428.5,1432.95,1392.6,1402.15,1401.4,1405.36,3386269,4.75893E+14,49983,2364983,0.6984
30-09-2016,HDFC,EQ,1401.4,1396.9,1399.2,1381.8,1394.95,1393.45,1389.19,2719424,3.7778E+14,67352,2090851,0.7689
03-10-2016,HDFC,EQ,1393.45,1401,1430.2,1386,1424.3,1425.5,1412.75,1189432,1.68036E+14,70398,701235,0.5896
04-10-2016,HDFC,EQ,1425.5,1423.25,1435.2,1416.1,1432,1432.4,1426.49,2188072,3.12127E+14,56442,1689229,0.772
05-10-2016,HDFC,EQ,1432.4,1435,1437.35,1414.35,1423,1423.15,1422.71,1127576,1.60421E+14,61142,614336,0.5448
06-10-2016,HDFC,EQ,1423.15,1425.2,1433.9,1418.2,1423,1426,1425.66,1367425,1.94949E+14,59356,1025389,0.7499
07-10-2016,HDFC,EQ,1426,1426,1426,1398.4,1400.1,1403.7,1406.05,1275355,1.79321E+14,57784,871099,0.683
10-10-2016,HDFC,EQ,1403.7,1408,1412,1386.15,1394.5,1391.45,1392.25,966179,1.34516E+14,41691,659564,0.6827
13-10-2016,HDFC,EQ,1391.45,1385,1400,1335.05,1336.5,1338.9,1349.81,3233878,4.36511E+14,173013,2417828,0.7477
14-10-2016,HDFC,EQ,1338.9,1340.8,1342,1312.9,1320,1316.05,1324.12,3014689,3.99182E+14,118975,2484602,0.8242
17-10-2016,HDFC,EQ,1316.05,1321.95,1322.95,1297.15,1304,1301.95,1305.13,2134599,2.78593E+14,84842,1618337,0.7581
18-10-2016,HDFC,EQ,1301.95,1307,1357.7,1306.55,1355,1355.25,1339.93,2217709,2.97156E+14,84213,1606292,0.7243
19-10-2016,HDFC,EQ,1355.25,1358.9,1359.25,1336.15,1339.65,1342.15,1343.34,1840483,2.4724E+14,70966,1139562,0.6192
20-10-2016,HDFC,EQ,1342.15,1348,1368,1345.3,1360,1359.95,1360.47,1708024,2.32371E+14,65453,1149633,0.6731
21-10-2016,HDFC,EQ,1359.95,1361.45,1361.45,1331.05,1339,1336.55,1336.98,3175886,4.24611E+14,123151,2668186,0.8401
24-10-2016,HDFC,EQ,1336.55,1341.35,1350,1333.05,1345,1344,1342.12,923522,1.23947E+14,28560,617742,0.6689
25-10-2016,HDFC,EQ,1344,1344.8,1349.25,1327.5,1338,1340.1,1339.51,1051311,1.40824E+14,54464,763131,0.7259
26-10-2016,HDFC,EQ,1340.1,1336.6,1343.95,1319,1336,1334.65,1330.28,1797435,2.39109E+14,89734,1216554,0.6768
27-10-2016,HDFC,EQ,1334.65,1336.1,1383,1328.6,1370.1,1378.55,1364.19,3054221,4.16654E+14,80476,1977699,0.6475
28-10-2016,HDFC,EQ,1378.55,1374.7,1393,1362.4,1388,1391.7,1381.2,2929858,4.04672E+14,121054,2325826,0.7938
30-10-2016,HDFC,EQ,1391.7,1398,1398,1375,1377,1377.5,1381.06,110205,1.522E+13,3479,42253,0.3834
01-11-2016,HDFC,EQ,1377.5,1382.6,1431.75,1377,1416,1417.2,1414.95,4195608,5.93657E+14,121645,3280852,0.782
02-11-2016,HDFC,EQ,1417.2,1400,1408.95,1392.25,1406.85,1404.35,1401.9,1717505,2.40777E+14,96472,1283176,0.7471
03-11-2016,HDFC,EQ,1404.35,1400.9,1411.45,1395.7,1404.9,1401.6,1403.23,1447474,2.03113E+14,62943,1115685,0.7708
04-11-2016,HDFC,EQ,1401.6,1408,1408,1377.55,1387.3,1386.15,1390.68,1818296,2.52866E+14,115950,1263627,0.695
07-11-2016,HDFC,EQ,1386.15,1401.35,1401.95,1373.35,1375.85,1381.4,1382.82,2013931,2.7849E+14,79022,1500983,0.7453
08-11-2016,HDFC,EQ,1381.4,1381.4,1394.6,1366.1,1393.7,1391.35,1380.73,1611902,2.2256E+14,62991,1102180,0.6838
09-11-2016,HDFC,EQ,1391.35,1335.55,1362.1,1310,1354.5,1350.8,1335.03,4422950,5.90475E+14,85391,2837648,0.6416
10-11-2016,HDFC,EQ,1350.8,1361,1364.55,1311,1317.55,1324.55,1336.8,3981742,5.3228E+14,137709,3197168,0.803
11-11-2016,HDFC,EQ,1324.55,1310,1311.4,1263.25,1266,1268.35,1281.08,3340486,4.27943E+14,66901,2367851,0.7088
15-11-2016,HDFC,EQ,1268.35,1258,1258,1201,1216.05,1225.75,1224.07,6489223,7.94328E+14,138281,4436204,0.6836
16-11-2016,HDFC,EQ,1225.75,1237.7,1265.45,1221.8,1253,1255.4,1242.03,4265216,5.29752E+14,120446,3281562,0.7694
17-11-2016,HDFC,EQ,1255.4,1260,1270.55,1238.1,1248.1,1250.2,1252.08,2462361,3.08308E+14,105413,1784384,0.7247
18-11-2016,HDFC,EQ,1250.2,1250.2,1261.65,1243.4,1250.05,1249.8,1253.01,2742765,3.43671E+14,92157,2283734,0.8326
21-11-2016,HDFC,EQ,1249.8,1250,1250,1213.75,1223.1,1221.95,1230.88,2648780,3.26032E+14,85288,1876203,0.7083
22-11-2016,HDFC,EQ,1221.95,1230,1252.5,1225.8,1249.55,1249.7,1241.3,2649077,3.28831E+14,101394,1943712,0.7337
23-11-2016,HDFC,EQ,1249.7,1250,1255,1205,1230.1,1226.9,1221.93,3248078,3.96892E+14,101957,2143832,0.66
24-11-2016,HDFC,EQ,1226.9,1217.1,1229.85,1212.1,1219.95,1217.65,1219.65,3969055,4.84086E+14,75645,3274032,0.8249
25-11-2016,HDFC,EQ,1217.65,1227,1257.15,1210.2,1251,1244.05,1226.48,3185195,3.90659E+14,96155,2323643,0.7295
28-11-2016,HDFC,EQ,1244.05,1236.1,1252,1234,1241.1,1246.7,1242.15,2670157,3.31674E+14,111243,2125219,0.7959
29-11-2016,HDFC,EQ,1246.7,1241.6,1284.95,1241.6,1252,1255.8,1269.27,3448317,4.37683E+14,96669,2650791,0.7687
30-11-2016,HDFC,EQ,1255.8,1254.2,1272.1,1237.55,1265,1263.1,1257.75,4722267,5.93942E+14,147352,3618717,0.7663
01-12-2016,HDFC,EQ,1263.1,1268.4,1285.75,1259.2,1267.2,1270,1274.81,2474051,3.15393E+14,134870,1719983,0.6952
02-12-2016,HDFC,EQ,1270,1260.4,1260.5,1233,1237.05,1236.8,1242.83,2832229,3.51998E+14,152168,2038631,0.7198
05-12-2016,HDFC,EQ,1236.8,1236.8,1239.95,1183.15,1218.95,1215.55,1208.17,5623284,6.79387E+14,197374,3852545,0.6851
06-12-2016,HDFC,EQ,1215.55,1218.05,1259.8,1218.05,1240.6,1243.4,1247.09,2799494,3.49122E+14,106555,1470400,0.5252
07-12-2016,HDFC,EQ,1243.4,1246.4,1283.45,1246,1265.25,1264.95,1264.87,4418144,5.5884E+14,136614,3415520,0.7731
08-12-2016,HDFC,EQ,1264.95,1270.5,1295,1270.5,1284.7,1289.85,1285.11,2704208,3.47521E+14,132716,1786071,0.6605
09-12-2016,HDFC,EQ,1289.85,1287,1289.7,1260,1273,1268.25,1268.85,2333398,2.96074E+14,87808,1590416,0.6816
12-12-2016,HDFC,EQ,1268.25,1266.9,1278,1254.15,1261,1264.5,1263.58,1219745,1.54125E+14,55175,778148,0.638
13-12-2016,HDFC,EQ,1264.5,1269.4,1281.5,1250,1275.05,1278.55,1269.22,1656438,2.10238E+14,65759,1171715,0.7074
14-12-2016,HDFC,EQ,1278.55,1279,1279,1257,1271.75,1266.55,1265.88,1628885,2.06198E+14,76537,1110178,0.6816
15-12-2016,HDFC,EQ,1266.55,1262,1277.4,1255.25,1261.55,1259.2,1264.41,1731691,2.18957E+14,75824,1130330,0.6527
16-12-2016,HDFC,EQ,1259.2,1262,1278,1262,1266.55,1269.15,1271.51,2775322,3.52885E+14,101919,2109514,0.7601
19-12-2016,HDFC,EQ,1269.15,1263,1263.9,1242.65,1243.65,1247.9,1254.77,1279508,1.60549E+14,55964,966217,0.7551
20-12-2016,HDFC,EQ,1247.9,1245.9,1255.9,1227.8,1239,1235.55,1240.12,1935652,2.40044E+14,86773,1482767,0.766
21-12-2016,HDFC,EQ,1235.55,1242,1256.95,1230.25,1233.35,1235.6,1246.95,3217980,4.01264E+14,86305,2421025,0.7523
22-12-2016,HDFC,EQ,1235.6,1234.8,1237.85,1213.25,1219,1217.4,1219.44,2238703,2.72997E+14,68350,1698635,0.7588
23-12-2016,HDFC,EQ,1217.4,1217.4,1232.3,1208.25,1224,1224.85,1224.64,1560501,1.91106E+14,68410,1104261,0.7076
26-12-2016,HDFC,EQ,1224.85,1220,1224.25,1206,1221.9,1219.5,1216.37,747342,9.09044E+13,38777,394640,0.5281
27-12-2016,HDFC,EQ,1219.5,1221.9,1237,1211.45,1235.7,1232.15,1220.62,872827,1.06539E+14,43219,466112,0.534
28-12-2016,HDFC,EQ,1232.15,1238.9,1248.05,1222.9,1235,1237.95,1237.02,2032787,2.51459E+14,78307,1439680,0.7082
29-12-2016,HDFC,EQ,1237.95,1234.7,1261.55,1229.9,1257.85,1257.2,1249.58,2005422,2.50594E+14,90372,1394661,0.6954
30-12-2016,HDFC,EQ,1257.2,1263.35,1269.75,1249.5,1261.4,1262.6,1262.54,1388842,1.75346E+14,56561,1001392,0.721
02-01-2017,HDFC,EQ,1262.6,1272,1272,1213.7,1216.95,1217.1,1224.52,2369360,2.90133E+14,64113,1350679,0.5701
03-01-2017,HDFC,EQ,1217.1,1218.7,1222.6,1200.5,1212.1,1214,1214.18,3203369,3.88947E+14,99126,2164639,0.6757
04-01-2017,HDFC,EQ,1214,1215.8,1224.5,1197.25,1215,1212.1,1212.57,2805972,3.40243E+14,112395,1976521,0.7044
05-01-2017,HDFC,EQ,1212.1,1215.7,1220.4,1205.1,1215,1217.2,1213.85,3339784,4.05401E+14,201479,2550051,0.7635
06-01-2017,HDFC,EQ,1217.2,1219,1232,1218.8,1223,1222.35,1225.75,2774461,3.40078E+14,109327,2265699,0.8166
09-01-2017,HDFC,EQ,1222.35,1225,1229,1212.6,1221.5,1223.55,1221.85,2016528,2.46389E+14,50600,1606106,0.7965
10-01-2017,HDFC,EQ,1223.55,1225,1227.95,1213.05,1218,1217.25,1219.54,2669824,3.25596E+14,78992,1950606,0.7306
11-01-2017,HDFC,EQ,1217.25,1224.7,1233,1218.2,1228,1230.05,1226.73,1353730,1.66066E+14,70701,792711,0.5856
12-01-2017,HDFC,EQ,1230.05,1234,1242.95,1217.6,1219.2,1221.1,1227.26,1477834,1.81369E+14,71533,910875,0.6164
13-01-2017,HDFC,EQ,1221.1,1224.95,1250.6,1222.15,1246,1247.5,1243.68,2131709,2.65116E+14,74007,1356457,0.6363
16-01-2017,HDFC,EQ,1247.5,1245.1,1264,1240.25,1258,1256.9,1255.74,1694061,2.12729E+14,41592,1256614,0.7418
17-01-2017,HDFC,EQ,1256.9,1258.35,1261,1234.95,1246.85,1245.8,1245.2,1185487,1.47616E+14,42575,740762,0.6249
18-01-2017,HDFC,EQ,1245.8,1246.3,1260.95,1245.65,1247,1249.05,1251.65,1491317,1.86661E+14,62113,1079058,0.7236
19-01-2017,HDFC,EQ,1249.05,1251.7,1251.7,1232.9,1243.15,1242.4,1242.54,1599732,1.98773E+14,65869,1135563,0.7098
20-01-2017,HDFC,EQ,1242.4,1236.15,1245,1230.6,1236.65,1237.3,1237.24,1408933,1.74319E+14,63635,955629,0.6783
23-01-2017,HDFC,EQ,1237.3,1234.7,1262,1232,1262,1259.75,1253.32,2265524,2.83942E+14,74354,1812334,0.8
24-01-2017,HDFC,EQ,1259.75,1263.1,1282,1260,1277.1,1280.75,1276.14,1937436,2.47244E+14,80121,1478906,0.7633
25-01-2017,HDFC,EQ,1280.75,1284,1341.45,1279.7,1328.8,1337.4,1317.76,5273331,6.94899E+14,158501,3997461,0.7581
27-01-2017,HDFC,EQ,1337.4,1329.15,1379,1329.15,1366.5,1373.7,1363.9,4017493,5.47945E+14,124783,3096781,0.7708
30-01-2017,HDFC,EQ,1373.7,1370.4,1379.4,1360,1371.45,1371.9,1371.71,2427494,3.32982E+14,96771,1432001,0.5899
31-01-2017,HDFC,EQ,1371.9,1371.45,1388.2,1353,1365,1365.85,1369.44,2588181,3.54436E+14,91881,1707352,0.6597
01-02-2017,HDFC,EQ,1365.85,1370,1417.45,1369.65,1411,1412.1,1397.5,2637813,3.68635E+14,99693,1571006,0.5956
02-02-2017,HDFC,EQ,1412.1,1411,1411,1385.7,1404,1401.3,1396.01,2336054,3.26115E+14,89416,1779225,0.7616
03-02-2017,HDFC,EQ,1401.3,1401.5,1408,1385.6,1395,1397.45,1396.92,2144208,2.99528E+14,81342,1446083,0.6744
06-02-2017,HDFC,EQ,1397.45,1402,1411.85,1388.6,1397.7,1400.3,1399.74,2029593,2.84091E+14,82830,1449233,0.7141
07-02-2017,HDFC,EQ,1400.3,1399.6,1410,1388.4,1407,1407.25,1403.86,2731391,3.83448E+14,56779,2266063,0.8296
08-02-2017,HDFC,EQ,1407.25,1410,1410,1383.8,1399,1401.1,1397.8,2263272,3.1636E+14,103015,1691294,0.7473
09-02-2017,HDFC,EQ,1401.1,1402,1421.2,1385.65,1402,1396.9,1399.56,2389616,3.34441E+14,101668,1593972,0.667
10-02-2017,HDFC,EQ,1396.9,1408,1410,1382.8,1393,1388.55,1392.8,1637560,2.2808E+14,56809,1192367,0.7281
13-02-2017,HDFC,EQ,1388.55,1398.4,1398.4,1372.6,1395.45,1392.05,1384.12,1638938,2.26848E+14,67724,1205062,0.7353
